Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
5101.1,dataset8,2279,95,77,12.9,48.5,38.1,81.6,201
5104,dataset8,2089,95,74,14.6,14.1,8.2,81.8,201
5106.9,dataset8,2102,95,71,16.5,16.1,11.4,82.7,201
5109.8,dataset8,2188,95,68,34,27.3,20,82.9,199
5112.7,dataset8,2141,95,68,42.9,111.3,23.3,83.1,199
5115.6,dataset8,1991,95,68,13.3,86.9,28.2,81.6,198
5118.5,dataset8,1997,95,67,22,13.7,33.7,80,198
5121.4,dataset8,2008,94,65,48.2,48.6,40.9,80,198
5124.3,dataset8,1993,93,66,41.2,106.3,69.4,80.3,198
5127.2,dataset8,1978,93,67,30.2,91.3,63.6,81.6,198
5130.1,dataset8,1975,93,68,30,76.9,47.1,80.6,198
5133,dataset8,1974,93,68,29.9,69,44.6,78.8,198
5135.9,dataset8,1973,93,68,30.6,69.6,41.2,77.6,198
5138.8,dataset8,1972,93,68,30.9,71.4,43.5,77,197
5141.7,dataset8,1970,93,68,31.8,71.8,43.6,82.8,196
5144.6,dataset8,1970,93,68,32.2,72.5,44.7,82.3,198
5147.5,dataset8,1971,93,68,32.9,75.6,45.5,80,198
5150.4,dataset8,1971,93,68,37.1,79,48.6,80.5,198
5153.3,dataset8,1971,93,68,40.6,81.6,48.3,81.6,198
5156.2,dataset8,1973,93,68,30.6,76.3,47.5,81.6,198
5159.1,dataset8,1968,93,68,31.1,52.5,46.7,81.6,198
5162,dataset8,1958,93,67,32.9,57,45.9,80.7,198
5164.9,dataset8,1951,93,67,32.8,65.9,47.5,80,198
5167.8,dataset8,1943,93,67,32.5,81.9,52.6,80,198
5170.7,dataset8,1938,93,66,35.3,101,77.2,80.4,199
5173.6,dataset8,1941,93,66,38.2,121.1,74,81.6,199
5176.5,dataset8,1956,93,67,26.7,114.5,65.9,82.7,199
5179.4,dataset8,1958,93,67,25.3,69.4,52.9,84.3,200
5182.3,dataset8,1962,93,67,20,57.5,36,78.7,201
5185.2,dataset8,1961,93,67,17.8,35.7,18.4,75.7,201
5188.1,dataset8,1956,93,67,15.4,35.7,21.8,78.8,201
5191,dataset8,1934,93,66,23.5,41.9,29.4,80.8,199
5193.9,dataset8,1957,93,67,31.1,68.6,50.2,83.1,199
5196.8,dataset8,1998,93,67,53.3,59.8,69.9,83.1,199
5199.7,dataset8,2053,93,67,41.2,44.3,20,82.6,199
5202.6,dataset8,2099,93,68,20.4,50,25.2,80,199
5205.5,dataset8,1949,93,67,22.6,55.7,43.9,80.5,199
5208.4,dataset8,1949,93,67,24.7,61.6,44.2,81.6,199
5211.3,dataset8,1951,93,67,25.1,61.1,44.7,81.6,199
5214.2,dataset8,1951,93,67,25.2,58.8,45.3,81.6,199
5217.1,dataset8,1951,93,66,25.5,56.7,45.6,81.6,199
5220,dataset8,1950,93,67,24.7,52.5,41.6,80.9,199
5222.9,dataset8,1950,93,67,23.5,57.3,43.2,78,199
5225.8,dataset8,1950,93,67,24,61.2,48.6,80.2,199
5228.7,dataset8,1949,93,67,24.9,58,47.7,84.3,199
5231.6,dataset8,1947,93,67,28.2,59,46.3,82,199
5234.5,dataset8,1946,93,67,27.1,61.2,45.1,80,199
5237.4,dataset8,1945,93,67,25.1,63,45.7,80,199
5240.3,dataset8,1950,93,67,24.9,64.4,47.8,80.5,199
5243.2,dataset8,1950,93,67,25,62.3,48.2,81.6,199
5246.1,dataset8,1950,93,67,26.7,62.1,48.6,80.1,199
5249,dataset8,1949,93,67,26.5,61.6,47.2,79,199
5251.9,dataset8,1948,93,67,26.3,63.9,45.5,80,199
5254.8,dataset8,1947,93,67,27,66.7,42,80.4,199
5257.7,dataset8,1947,93,67,27.8,65.9,44.1,81.6,199
5260.6,dataset8,1950,93,67,27.4,65.1,49.4,82.2,199
5263.5,dataset8,1950,93,67,27.9,60.4,48.8,83.1,199
5266.4,dataset8,1949,93,66,30.6,60.3,47.8,83.1,199
5269.3,dataset8,1949,93,67,28.8,60,45.5,82.8,199
5272.2,dataset8,1948,93,67,23.9,58.4,43.5,78.8,199
5275.1,dataset8,1947,93,67,23.8,56.1,43.5,79.7,198
5278,dataset8,1946,92,67,23.5,56.1,42.7,83.1,198
5280.9,dataset8,1950,91,67,22,55.8,40.4,82.6,198
5283.8,dataset8,1949,91,67,22.2,52.9,41.6,81.6,198
5286.7,dataset8,1944,91,66,23.9,54.3,43.5,83.4,198
5289.6,dataset8,1945,91,66,24.4,58.8,44.9,85.4,198
5292.5,dataset8,1947,91,66,25.9,60.4,46.2,83.1,198
5295.4,dataset8,1947,91,67,25.2,63.5,44.3,82.7,198
5298.3,dataset8,1946,91,67,23.9,60.6,44.4,80,198
5301.2,dataset8,1946,91,67,24.7,57.4,44.7,81,198
5304.1,dataset8,1947,91,67,25.1,58.8,43.5,83.1,198
5307,dataset8,1948,91,67,22.7,57.9,41.6,81.6,198
5309.9,dataset8,1949,90,67,22.9,55.3,41.3,79.9,198
5312.8,dataset8,1951,90,67,23.1,54.2,41.3,78.8,197
5315.7,dataset8,1947,90,67,23.3,53.1,42.4,79.1,196
5318.6,dataset8,1944,90,66,23.6,58,43,80,196
5321.5,dataset8,1944,90,66,24.3,58.1,44.3,80,196
5324.4,dataset8,1946,90,67,24.2,58.4,44.7,80.1,196
5327.3,dataset8,1949,90,67,23.9,58.1,44.9,82.8,196
5330.2,dataset8,1947,90,67,23.8,57.6,43.1,81.8,196
5333.1,dataset8,1946,90,67,23.5,58.7,43.5,78.8,196
5336,dataset8,1946,90,66,23.9,59.5,44.7,78.8,196
5338.9,dataset8,1947,90,67,24,58,44.8,78.8,196
5341.8,dataset8,1949,90,67,24.3,58.1,45.1,78.8,196
5344.7,dataset8,1949,90,67,24.2,58.4,44.7,78.9,196
5347.6,dataset8,1949,90,67,23.9,57.5,44.4,81.6,196
5350.5,dataset8,1948,90,67,25.3,56.1,45.9,81.6,196
5353.4,dataset8,1959,90,67,28.8,56.8,43.1,81.6,196
5356.3,dataset8,2028,90,67,55.3,67,36.1,81.4,196
5359.2,dataset8,2023,90,68,50.4,109,43.1,81.1,196
5362.1,dataset8,2014,90,69,32.9,95.1,50,79.2,196
5365,dataset8,2021,90,69,33.2,68.2,40.4,79.6,198
5367.9,dataset8,2027,90,70,33.7,68,40.9,81.6,198
5370.8,dataset8,2009,90,69,23.4,69.5,42.7,81.1,198
5373.7,dataset8,2032,90,69,14,98,44,80,198
5376.6,dataset8,2147,90,70,26.3,91.3,46.7,80,198
5379.5,dataset8,2105,90,69,28.6,62,41.4,80,198
5382.4,dataset8,2016,90,69,38,63.9,35.5,79.4,198
5385.3,dataset8,2017,90,69,41.2,68.6,42,79.1,198
5388.2,dataset8,2019,89,69,47.8,89.4,38.3,81.6,198
5391.1,dataset8,2272,88,69,51.7,118.4,10.6,81.2,198
5394,dataset8,2483,88,70,56.9,118.6,16.8,80,198
5396.9,dataset8,2446,88,71,43.3,106.9,33.7,80.6,199
5399.8,dataset8,2394,88,71,31,20.8,24.6,81.6,199
5402.7,dataset8,2257,88,70,19.2,22.6,11.8,80.1,199
5405.6,dataset8,2104,88,68,16.6,27.1,12,79.2,199
5408.5,dataset8,1895,88,65,10.6,37.3,17.5,83.1,199
5411.4,dataset8,1980,88,65,12,51,51,82.2,199
5414.3,dataset8,2037,88,66,13.7,71.4,60.5,79.2,199
5417.2,dataset8,1976,88,68,13.3,82.4,84.3,79.5,198
5420.1,dataset8,1961,88,68,13,55.3,50.7,80,198
5423,dataset8,1932,88,67,11.8,51.3,19.2,78,198
5425.9,dataset8,2175,90,66,30.2,44.3,66.3,78.5,198
5428.8,dataset8,2394,90,65,56.9,100.5,59.3,80.4,198
5431.7,dataset8,2306,90,68,62.4,145.7,36.5,82.1,198
5434.6,dataset8,2307,90,68,64.8,118.8,28.5,85.5,198
5437.5,dataset8,2309,90,68,44.3,96.2,14.1,81.1,199
5440.4,dataset8,2244,90,68,37.1,20.4,21.2,76.6,200
5443.3,dataset8,2131,90,68,15.7,18,26.7,78.8,201
5446.2,dataset8,2126,90,68,18.7,14.1,9,78.4,199
5449.1,dataset8,2108,90,67,23.1,24.6,18.7,76.5,199
5452,dataset8,1990,90,68,29.3,41.7,48.2,77.9,199
5454.9,dataset8,2007,90,69,33.5,120.4,52.3,80.4,199
5457.8,dataset8,2062,90,70,29.4,106.7,59.2,80.2,199
5460.7,dataset8,2077,90,70,28.9,64.7,62.2,80,199
5463.6,dataset8,2104,90,70,27.1,78.3,62.3,79.2,199
5466.5,dataset8,2211,90,70,36.3,102,21.6,78.7,199
5469.4,dataset8,2310,89,70,51.4,79.6,19.7,76.5,199
5472.3,dataset8,2215,88,70,30.2,57.7,13.7,77.3,199
5475.2,dataset8,2134,88,69,12.7,39.2,14.2,78.8,199
5478.1,dataset8,1896,88,65,11.4,43.1,14.9,79.4,199
5481,dataset8,1848,88,64,11.6,54.5,34.2,79.7,199
5483.9,dataset8,1772,88,61,12.2,39,48.2,74.5,199
5486.8,dataset8,1817,88,59,17.6,14.5,14.1,75.7,198
5489.7,dataset8,1955,88,57,25.5,41,28.1,80.4,198
5492.6,dataset8,2960,88,59,19.8,60.4,72.2,79.9,198
5495.5,dataset8,2661,88,59,14.5,13.3,55.7,78.8,198
5498.4,dataset8,1671,88,58,11.4,25.8,28.2,77.7,198
5501.3,dataset8,1687,88,59,11.4,65.5,50.2,76.3,198
5504.2,dataset8,1712,88,59,11.4,49.3,63.9,73.7,198
5507.1,dataset8,1824,88,57,17.9,25.5,19.6,75.1,198
5510,dataset8,2001,88,56,26.6,44.7,30,80,197
5512.9,dataset8,2610,88,57,23.1,61,59.6,79.3,196
5515.8,dataset8,2365,88,56,21.3,65.1,62.8,78,196
5518.7,dataset8,1632,88,56,11,51.7,67.5,76.3,196
5521.6,dataset8,1508,88,52,10.8,14.5,39,74.9,197
5524.5,dataset8,1305,88,45,10.2,14.2,14,81.6,197
5527.4,dataset8,1298,88,39,10.2,13.7,16.1,81.9,196
5530.3,dataset8,1307,88,33,10.2,15.4,17.7,83.1,195
5533.2,dataset8,1468,88,32,14.6,21.7,23.1,86,194
5536.1,dataset8,1540,86,33,18.5,67.8,28.2,91.8,193
5539,dataset8,1818,86,37,19.2,58.3,37.6,89.2,190
5541.9,dataset8,1660,86,36,17.4,16.5,26.6,85.9,190
5544.8,dataset8,1311,86,34,10.2,15.8,16,87.2,189
5547.7,dataset8,1329,86,34,12.9,14.1,72.9,87.4,187
5550.6,dataset8,1351,86,34,18.4,66.1,72.7,82.4,186
5553.5,dataset8,2319,86,37,42.8,138,71,82.2,183
5556.4,dataset8,3275,86,42,74.9,168.8,73.8,81.6,184
5559.3,dataset8,4343,86,58,50.8,169.4,82,82,185
5562.2,dataset8,3775,86,58,30.1,19.2,55.8,82.7,188
5565.1,dataset8,1990,86,58,14.1,23.5,13.3,81.5,192
5568,dataset8,1864,86,57,13.6,41.6,21.3,80,193
5570.9,dataset8,1589,86,55,11.4,34,30.6,74.5,194
5573.8,dataset8,1791,86,54,30.3,12.6,46.4,75.4,194
5576.7,dataset8,2115,86,53,79.6,64.2,59.9,89.8,194
5579.6,dataset8,2285,86,57,54.7,158,37.3,86.8,194
5582.5,dataset8,2426,87,61,12.9,98.1,44.1,71,194
5585.4,dataset8,1782,88,61,12.6,28.2,73.3,73,196
5588.3,dataset8,1775,88,61,12.2,39.5,59.6,78.8,196
5591.2,dataset8,1722,88,60,11,46.9,19.2,77.5,196
5594.1,dataset8,1654,88,58,10.9,13.7,18,74.9,196
5597,dataset8,1361,88,47,9.8,13.8,15.7,75.6,196
5599.9,dataset8,1351,88,42,10,14.1,17.9,76.5,195
5602.8,dataset8,1326,88,27,11,16.8,20.8,71.6,194
5605.7,dataset8,1149,88,19,11.1,24.3,29,68.1,193
5608.6,dataset8,873,88,4,11.4,27.6,36.4,82.4,192
5611.5,dataset8,832,88,2,11.2,33.3,39.6,82.2,192
5614.4,dataset8,787,88,0,11,32.3,39.6,81.6,192
5617.3,dataset8,778,88,0,11,31,39.6,80.9,192
5620.2,dataset8,777,88,0,11,30.8,39.7,78.8,192
5623.1,dataset8,770,88,0,10.8,33,40,80.7,192
5626,dataset8,1240,88,3,12.8,59.6,46.2,84.3,192
5628.9,dataset8,3073,88,16,36.1,68.3,57.3,86.8,190
5631.8,dataset8,2806,88,21,32,100.8,48.1,89.7,191
5634.7,dataset8,2246,88,31,16.5,82,37.5,84.3,192
5637.6,dataset8,2197,88,32,16.6,36.9,16.9,84.1,193
5640.5,dataset8,2126,88,34,16.9,29.8,16.4,80,194
5643.4,dataset8,1951,88,33,14.3,18,11.4,78.6,194
5646.3,dataset8,1744,88,32,10.2,16,12.3,72.6,194
5649.2,dataset8,1035,88,21,10.4,14,16.1,73.1,192
5652.1,dataset8,1038,88,20,10.8,20.4,19.4,74.5,192
5655,dataset8,1058,88,14,17.3,25.6,27.5,79.1,192
5657.9,dataset8,1319,88,15,18.3,58,31.9,87.1,192
5660.8,dataset8,2068,88,21,23.9,59.2,38.4,84.4,190
5663.7,dataset8,2118,88,24,26.4,63.1,40.4,81.8,190
5666.6,dataset8,2203,88,29,33.3,66.1,42.3,87.1,190
5669.5,dataset8,2142,88,32,29.1,71.8,41.6,86.5,190
5672.4,dataset8,2070,88,37,20.8,70.6,42.1,83.1,190
5675.3,dataset8,2174,88,39,17.3,69,44.7,81.6,190
5678.2,dataset8,2148,88,42,12.2,43.4,38.7,75.7,191
5681.1,dataset8,1528,88,39,11,19.5,14.1,75.7,192
5684,dataset8,1541,88,39,10.1,61.6,21.4,75.7,192
5686.9,dataset8,1590,88,39,12.9,53.4,34.9,79,190
5689.8,dataset8,1762,88,39,17.2,23.5,28.3,83.2,190
5692.7,dataset8,2087,88,39,31.8,22.9,21.9,84.3,190
5695.6,dataset8,1871,88,40,24.9,21.6,27.5,84,189
5698.5,dataset8,1606,88,41,11.4,24.7,27,81.6,189
5701.4,dataset8,1670,88,41,12.2,29,23.5,80.6,189
5704.3,dataset8,1713,88,41,13.3,20.9,25,76.9,188
5707.2,dataset8,1599,88,39,12.3,14.1,29.8,76.7,187
5710.1,dataset8,1567,88,39,11.2,22.7,25,76.5,186
5713,dataset8,1442,88,38,9.4,20.3,15.7,77.6,185
5715.9,dataset8,1414,88,37,9.5,12.2,15.9,78.8,184
5718.8,dataset8,1358,88,35,9.8,19.2,17.9,78,183
5721.7,dataset8,1350,88,35,13.3,33.7,54.9,77.8,181
5724.6,dataset8,1340,88,34,20,28.4,51,76.1,181
5727.5,dataset8,1382,88,34,15.8,21.2,24.7,76.8,181
5730.4,dataset8,1367,89,34,10.6,17.5,24.4,79.2,181
5733.3,dataset8,1068,90,31,10.6,15.3,23.5,78.8,181
5736.2,dataset8,1154,90,30,10.6,17.3,22.2,78,181
5739.1,dataset8,1386,90,27,11,17.6,20.4,76.8,181
5742,dataset8,1380,90,26,11.9,18.4,32.2,75.3,181
5744.9,dataset8,1372,90,24,14.1,22.4,38.9,71.4,181
5747.8,dataset8,1374,90,24,12.6,28.2,19.2,72.4,181
5750.7,dataset8,1378,90,24,10.6,30.6,22.2,76.5,182
5753.6,dataset8,1410,90,25,21.3,33.5,32.6,77,183
5756.5,dataset8,1404,91,25,30.2,41.2,28.3,78,183
5759.4,dataset8,1375,91,25,10.2,37.1,20,76.5,183
5762.3,dataset8,1322,91,24,10.2,19.6,21.8,74.5,184
5765.2,dataset8,1204,91,21,10.2,19.7,23.9,72.8,185
5768.1,dataset8,1259,91,19,14.5,20,24.6,72.1,185
5771,dataset8,1339,91,17,24.7,29,26,81.6,185
5773.9,dataset8,1518,91,19,20.6,43.1,33.7,81,185
5776.8,dataset8,1650,91,21,14.5,31.9,32,78.8,185
5779.7,dataset8,1150,91,15,19,18.8,25.5,79.6,185
5782.6,dataset8,1312,91,16,23.9,60.5,30.3,81.6,185
5785.5,dataset8,2458,91,28,24.3,90.8,43.5,80.6,185
5788.4,dataset8,2318,91,29,23.5,49,40.6,78.8,186
5791.3,dataset8,1824,91,32,16.9,47.3,35.7,78.5,187
5794.2,dataset8,1866,91,32,16.5,40.8,26.5,78,187
5797.1,dataset8,1968,91,34,14.9,40,14.1,77.2,187
5800,dataset8,1968,91,34,15.6,38,18,76.4,187
5802.9,dataset8,1967,91,35,18.4,35.4,22.3,71.4,187
5805.8,dataset8,1743,91,35,16.3,28.2,20,71.4,186
5808.7,dataset8,1338,91,35,9,24.7,20,73.6,185
5811.6,dataset8,1198,91,34,9.3,14.5,18.2,75.9,186
5814.5,dataset8,956,92,32,10.2,16.1,16.8,80.4,187
5817.4,dataset8,1185,93,30,10.6,19.2,21.2,80.1,185
5820.3,dataset8,1481,93,28,11.4,19.6,21.6,76.5,185
5823.2,dataset8,1326,93,25,11.1,20.4,25.9,76,185
5826.1,dataset8,1152,93,21,10.6,21.5,26.7,73.7,185
5829,dataset8,969,93,15,10.6,23.1,32.6,74.1,185
5831.9,dataset8,803,93,8,10.6,27,34.9,75.7,185
5834.8,dataset8,769,93,1,10.6,31.4,44.7,75.3,187
5837.7,dataset8,770,93,1,10.6,31.6,43.7,73.7,187
5840.6,dataset8,780,93,0,10.4,31.8,40.4,74.1,189
5843.5,dataset8,775,93,0,10.2,31.8,40.8,74.9,189
5846.4,dataset8,759,93,2,10.2,34,41.6,76.2,189
5849.3,dataset8,1239,93,5,12.3,45.1,38.7,78,189
5852.2,dataset8,2463,93,12,23.1,39.2,34.9,78.4,190
5855.1,dataset8,1937,93,13,20,22,30.3,79.1,188
5858,dataset8,1040,93,14,10.6,48.4,26.9,91.8,185
5860.9,dataset8,1706,93,18,18.1,118,53.7,91.3,185
5863.8,dataset8,2830,93,27,38,109.9,53.7,85.5,185
5866.7,dataset8,2612,93,30,36.4,78.8,51.7,85.5,186
5869.6,dataset8,2156,93,38,29.8,60.9,49.4,83.4,187
5872.5,dataset8,1873,93,38,24,19.6,31.3,80.9,188
5875.4,dataset8,1460,93,38,9.8,17.4,16.1,73.7,189
5878.3,dataset8,1394,93,36,9.8,14.1,16.1,73.7,189
5881.2,dataset8,1330,93,34,9.8,14.9,18.4,73.7,188
5884.1,dataset8,1292,93,32,12.3,16.6,27.1,72.9,187
5887,dataset8,1336,93,33,14.9,60.4,29,70.6,186
5889.9,dataset8,1659,93,35,11.4,57.7,34.5,71.5,183
5892.8,dataset8,1654,93,35,11.6,13.7,37.3,73.7,183
5895.7,dataset8,1625,93,32,19.2,15,43.5,74.5,183
5898.6,dataset8,1564,93,32,19,22.4,33.3,75.7,184
5901.5,dataset8,1300,93,32,16.9,28.9,17.6,76,185
5904.4,dataset8,1304,93,32,16.9,60,28.6,76.5,185
5907.3,dataset8,1384,93,34,16.5,60,48.2,75.6,185
5910.2,dataset8,1380,93,34,16.1,47.4,44.2,72.6,185
5913.1,dataset8,1332,93,34,13.3,33.6,30.2,73.5,185
5916,dataset8,1320,93,34,10.9,12.2,33.8,75.7,185
5918.9,dataset8,1273,93,32,14.9,18.2,40.8,75.2,185
5921.8,dataset8,1282,93,33,14.1,47.1,40.1,74.5,185
5924.7,dataset8,1305,93,34,10.2,42.6,39.2,75.1,185
5927.6,dataset8,1436,93,34,10.6,29.8,37.2,75.6,185
5930.5,dataset8,1645,93,34,11.8,26.1,34.5,74.5,185
5933.4,dataset8,1352,93,33,12.4,20,25.1,74.1,185
5936.3,dataset8,1099,93,31,13.3,20.2,24.2,72.6,185
5939.2,dataset8,1329,93,25,12.1,20.8,20.4,73.3,187
5942.1,dataset8,1329,93,25,10.6,20.8,22,75.3,187
5945,dataset8,1043,93,15,11.1,20.8,32.9,76.6,187
5947.9,dataset8,799,93,6,11.8,28,34.8,81.6,187
5950.8,dataset8,773,93,0,11.2,34.8,40.8,81.4,187
5953.7,dataset8,773,93,0,10.6,31.4,40.5,81.2,187
5956.6,dataset8,774,93,0,10.6,31.3,40,80.3,189
5959.5,dataset8,775,93,0,10.6,31,40,78.8,189
5962.4,dataset8,776,93,0,10.6,31.1,40,79,189
5965.3,dataset8,774,93,0,10.6,31.4,40,79.2,190
5968.2,dataset8,771,93,0,10.6,31.4,40,78.8,190
5971.1,dataset8,773,93,0,10.6,31.4,40.4,78.5,190
5974,dataset8,774,93,0,10.6,31.4,40.5,76.9,190
5976.9,dataset8,767,93,0,10.6,31.4,40.8,77.2,190
5979.8,dataset8,769,93,0,10.6,31.8,40.8,78,190
5982.7,dataset8,780,93,0,10.6,31.8,40.8,78.5,190
5985.6,dataset8,780,93,0,10.6,31.8,40.6,79.2,190
5988.5,dataset8,779,93,0,10.6,31.7,40.4,79.2,190
5991.4,dataset8,778,93,0,10.6,31.4,40.6,79.2,190
5994.3,dataset8,777,93,0,10.6,31.4,40.7,78.8,190
5997.2,dataset8,776,93,0,10.6,31.4,40.4,78.9,190
6000.1,dataset8,775,93,0,10.6,31.4,40.3,79.2,190
6003,dataset8,772,93,0,10.6,31.4,40,79.2,190
6005.9,dataset8,1046,93,1,10.8,31.8,50.4,79.2,190
6008.8,dataset8,1786,93,4,11.8,38.7,64.7,76.2,190
6011.7,dataset8,1951,93,9,13.9,56.5,47.4,73.4,189
6014.6,dataset8,2198,93,17,19.2,52.8,34.6,74.5,188
6017.5,dataset8,1934,93,20,17.9,47.5,44.7,74.9,185
6020.4,dataset8,1714,93,23,16.1,48.7,41.1,76.5,185
6023.3,dataset8,1783,93,27,17.1,48.9,30.2,76.2,187
6026.2,dataset8,1764,93,28,17.9,40,29.5,75.7,187
6029.1,dataset8,1684,93,30,16.1,34.8,28.2,75.7,187
6032,dataset8,1708,93,30,15.9,16.5,28.4,75.7,187
6034.9,dataset8,1756,93,30,15.3,16.1,28,77.7,187
6037.8,dataset8,1694,93,29,14.5,15.3,13,77.7,187
6040.7,dataset8,1618,93,28,12.9,16,13.1,78,187
6043.6,dataset8,1301,93,25,11.9,17,13.7,76.9,185
6046.5,dataset8,1347,93,22,11.1,22.8,21.1,73.3,185
6049.4,dataset8,1673,93,9,49,23,41.2,79.5,185
6052.3,dataset8,1553,93,10,45.9,25.9,36.6,91.8,185
6055.2,dataset8,1074,93,14,11.4,25.5,28.2,80.2,185
6058.1,dataset8,1143,93,15,11.4,23.9,27.3,67,186
6061,dataset8,1271,93,16,11.4,24.5,26.1,74.5,187
6063.9,dataset8,1283,93,17,11.2,25.5,23.5,74.9,187
6066.8,dataset8,1277,93,17,11,23.9,28.5,76.9,187
6069.7,dataset8,945,93,11,10.8,22.7,47.5,76,187
6072.6,dataset8,959,93,10,10.6,27.8,40.9,73.7,187
6075.5,dataset8,1028,93,6,10.2,28.2,25.5,75.2,187
6078.4,dataset8,977,93,5,10.2,31,31,78,187
6081.3,dataset8,750,93,0,9.8,29.9,41.6,78,187
6084.2,dataset8,756,91,0,9.8,25.5,37.9,78,188
6087.1,dataset8,769,91,0,9.8,25.7,33.7,78,189
6090,dataset8,773,91,0,9.9,26.3,34.1,78.4,189
6092.9,dataset8,777,91,0,10.2,26.5,34.1,80.4,189
6095.8,dataset8,775,91,0,10.2,26.7,34.1,81.1,189
6098.7,dataset8,775,91,0,10.2,27.1,34.1,83.1,189
5.8,dataset9,773,91,0,11.7,35.5,47.8,83.1,187
8.7,dataset9,771,91,0,11.4,34.9,47.1,83.1,187
11.6,dataset9,773,91,0,11.4,35,46.8,83.1,188
14.5,dataset9,775,91,0,11.4,34.6,46.6,83.1,189
17.4,dataset9,776,91,0,11.4,34.1,46.4,83.1,189
20.3,dataset9,777,91,0,11.4,34.1,46.2,83.1,189
23.2,dataset9,776,91,0,11.4,34.2,46,83.1,189
26.1,dataset9,775,91,0,11.4,34.6,45.6,83.1,189
29,dataset9,771,91,0,11.4,34.3,45.1,83.1,190
31.9,dataset9,778,91,0,11.4,33.8,45.3,83.1,190
34.8,dataset9,784,91,0,11.4,33.7,45,83.1,190
37.7,dataset9,772,91,0,11.1,33.7,44.8,83.1,190
40.6,dataset9,772,91,0,11,33.8,44.7,83.1,190
43.5,dataset9,772,91,0,11,33.6,44.7,83.1,190
46.4,dataset9,775,91,0,11,33.4,44.9,83.1,190
49.3,dataset9,778,91,0,11,33.3,44.6,83.1,190
52.2,dataset9,790,91,0,11,33.7,44.4,83.1,190
55.1,dataset9,799,91,0,11.3,44,47.3,83.1,190
58,dataset9,828,91,0,14.4,44,52.9,82.4,190
60.9,dataset9,844,91,0,15.9,42.7,55.7,81.8,190
63.8,dataset9,864,91,1,19.2,42.4,57.9,84.3,190
66.7,dataset9,770,91,1,16.8,42.2,57.1,80.4,190
69.6,dataset9,772,91,1,14.1,44.9,57.6,72.6,190
72.5,dataset9,778,91,1,11.8,44.4,58,70.5,190
75.4,dataset9,848,91,1,11.8,42.7,42.5,70.9,190
78.3,dataset9,917,91,2,11.8,41,45,87,190
81.2,dataset9,778,91,1,11.6,39.4,55.2,84.5,190
84.1,dataset9,1091,91,2,13.2,41.8,52.7,79.2,190
87,dataset9,2075,91,9,25.3,44.6,48.2,74.4,190
89.9,dataset9,2051,91,11,25.6,53.2,40.6,70,189
92.8,dataset9,2004,91,14,25.8,60.7,34.8,77,188
95.7,dataset9,2668,91,19,27.3,68.2,36.6,76.1,187
98.6,dataset9,2378,91,24,26.7,49.2,33.3,74.5,186
101.5,dataset9,1527,91,27,15.3,42.3,28.8,75.2,185
104.4,dataset9,1496,91,27,13.2,25.5,22,75.2,187
107.3,dataset9,1476,91,27,9.8,27,24.3,72.6,187
110.2,dataset9,1597,91,26,15.3,26.4,32.2,73.5,187
113.1,dataset9,1496,91,26,16.4,18.2,23.3,74.9,187
116,dataset9,1301,91,25,10.6,18.2,16.2,74.6,187
118.9,dataset9,1237,91,24,10.8,18.6,26.1,74.3,187
121.8,dataset9,1187,91,23,10.9,22.2,26.3,73.8,187
124.7,dataset9,1155,91,19,10.6,22.5,27.1,74.7,187
127.6,dataset9,1328,91,19,11.3,24,25,75.9,187
130.5,dataset9,1551,91,19,12.9,23.6,24.4,78.1,187
133.4,dataset9,1626,91,18,17.3,23.8,28.4,78,187
136.3,dataset9,1599,91,18,20,34.9,26.4,78.1,187
139.2,dataset9,1472,91,19,11.8,32.3,23.6,76.8,187
142.1,dataset9,1139,91,15,15.9,25.9,39.3,75.9,187
145,dataset9,915,91,11,23.1,49.5,40.4,76.9,187
147.9,dataset9,2016,91,20,22.9,67.6,43.9,78.3,187
150.8,dataset9,1978,91,21,21,52,44.1,80.4,187
153.7,dataset9,1876,91,25,13.7,40.5,42.9,80.4,187
156.6,dataset9,1507,91,24,12.5,20,25.7,79.3,187
159.5,dataset9,1159,91,20,11,22.4,29.8,75.7,187
162.4,dataset9,911,91,4,11.4,33.2,39.2,77.3,187
165.3,dataset9,1482,91,7,13.1,64.2,37.8,79.3,188
168.2,dataset9,2400,91,12,18.4,56.9,36.8,80.4,188
171.1,dataset9,2079,91,16,18.4,45.5,39.3,80.1,187
174,dataset9,1753,91,18,18,31.7,35.1,79.2,187
176.9,dataset9,1311,91,17,11.4,22.7,26.3,78.7,187
179.8,dataset9,1527,91,17,14.9,25.9,39.3,78.1,187
182.7,dataset9,1928,91,15,26.6,25.9,50.7,82,187
185.6,dataset9,1588,91,16,21.5,25.9,26.5,80.7,187
188.5,dataset9,1306,91,18,14,39.5,27.2,75.7,187
191.4,dataset9,1403,91,19,11.4,46.2,29.5,76.7,189
194.3,dataset9,1260,91,17,11.2,23.6,29.9,78,188
197.2,dataset9,943,91,12,10.6,36,30.6,76.3,187
200.1,dataset9,1706,91,12,17.6,64.6,36.9,74.5,187
203,dataset9,2569,91,14,29.8,76.1,40.8,72.6,187
205.9,dataset9,2519,91,26,42.6,85.6,40.8,74.8,187
